TEXTO;VIOLENCIA;Mención MUJER;Mención HOMBRE;Dirigido MUJER;Dirigido HOMBRE
"@juanjodom @IreneMontero @populares @PSOE @IdiazAyuso Es la ""puta ama"" gracias al blanqueo que la hacen la mayora de los medios de comunicacin.  En el Zendal habr unos 49 enfermos y 177 profesionales para atenderlos, algunos das no hay enfermos,Ayuso derrocha en la nave con camas y cierra ms de la mitad de las urgencias. https://t.co/c5pxp5JelF";0;1;0;0;0
@laSextaTV lvarez  de Toledo tiene toda la razn, en referencia a la sexta.;0;1;0;0;0
@laSextaTV @cayetanaAT Ella esta diciendo la verta la Sexta son podemista y no les interesa decir nada de lo que han roba lo socialista porque si no pablito se enfata con estedes.;0;1;0;0;0
@laSextaTV Cayetana con el brazo en alto cmo siempre;0;1;0;0;0
@laSextaTV Las Verdades ofenden. Estmagos agradecidos, adoctrinados.;0;0;0;0;0
@WillyTolerdoo Aprovechan la sanidad para montar el pollo a Ayuso, pero en las comunidades gobernadas por el psoe todo funciona de puta madre, cada vez ms convencido  a los espaoles nos estn volviendo borregos;0;1;1;0;0
Es muy gracioso que los lupos que llevaba con 8 aos vuelvan a estar de moda. #vivirparaver #todovuelve #ridiculo #gafastochas #gafotas;0;0;0;0;0
@laSextaTV Esto es lo que pienso de vuestra imparcialidad https://t.co/cgik5S9Any;0;0;0;0;0
@laSextaTV La verdad duele. Cuando lleva razn. Miren sus audiencias, puede que saquen algo en claro. Y no todos somos fachas.;0;0;0;0;0
@laSextaTV Y tiene toda las razn!!;0;0;0;0;0
@laSextaTV Esta mujer slo dice verdades como puos;0;1;0;0;0
@laSextaTV Es que es evidente!!!;0;0;0;0;0
@laSextaTV lvarez d Toledo puede que se haya cedido algo en sus comentarios, pero la Sexta, se pasa 7 pueblos cada vez que hablan de las Derechas.;0;1;0;0;0
@laSextaTV Estoy con Cayetana,;0;1;0;0;0
@laSextaTV Cuando lo que dices es cierto no cabe retractarse.;0;0;0;0;0
@laSextaTV Atizar a todos por igual, no slo a un lado. que cagar, la cagan todos y ustedes slo hacen el sealamiento a una parcialidad. sabiendo de sobra que donde hay tejas hay ratas.;0;0;0;0;0
@laSextaTV Normal.;0;0;0;0;0
@laSextaTV Es libre de expresar lo que, por cierto, pensamos miles de espaoles. Ajo y agua.;0;0;0;0;0
@GLlamazares de Puta madre, las prximas elecciones Ayuso mayora absoluta.;0;1;0;0;0
@laSextaTV Dar gracias, podra decir ms cosas de vosotros pero tambin es ms educada. Ahora os toca humillarla para defenderos que ah poco os va a importa si es una mujer;0;0;0;0;0
Encima de querer hacer la pelota, lo que hacemos es el #Ridculo y todo a nuestra costa!! Incluido el dinero de tales medallas  #Alemania  impide que #Espaa pueda condecorar a los policas que detuvieron a Puigdemont https://t.co/9BBshuhCjz;0;0;0;0;0
@laSextaTV No son formas lo de esta mujer, pero tiene toda la razn,  estais al servicio del rgimen comunista y de progresistas nada de nada...Vergenza os debera dar.;0;1;0;0;0
@laSextaTV La libertad de expresin tiene 2 direcciones. El resto se llama adulacion;0;0;0;0;0
@laSextaTV Y bien suave es. Si dijramos lo que pensamos de vosotros, mercenarios...;0;0;0;0;0
@laSextaTV Joer!. He estado un rato dndole al dedo p'abajo y no he encontrado ningn tweet favorable a vosotros. Hacoslo mirar. Parece que @cayetanaAT ha dado en el clavo.;0;1;0;0;0
@laSextaTV Y tiene toda la razn....;0;0;0;0;0
@nacional_memes ese no representa ni a la comunidad lgtbi;0;0;1;0;0
@laSextaTV Muy bien eso es hacer crtica constructiva y dejar sin argumento a la sexta destructiva Bravo por #AlvarezdeToledo @cayetanaAT la mejor del #partidopopular @ppmadrid;0;1;0;0;0
@laSextaTV Y qu razn tiene;0;0;0;0;0
@laSextaTV Y es que, adems de razn, tiene unos buenos ovarios.;0;0;0;0;0
@laSextaTV Y tiene bastante razn...;0;0;0;0;0
@laSextaTV @cayetanaAT Toda la razn para Cayetana. Y mi apoyo por su valenta de atreverse a denunciarlo alto y claro.;0;1;0;0;0
@laSextaTV Y los eres para cundo los monogrficos durantes semanas para analizarlos??...;0;0;0;0;0
@laSextaTV Fan nmero uno de Cayetana!!! Dice verdades como puos! Bravo!!!!!;0;1;0;0;0
@laSextaTV @cayetanaAT Se ve que a Gorilas en la Nieva y dems medios progresistas, les molesta Cayetana...;0;1;0;0;0
@laSextaTV Normal, tiene razn. Al fin alguien pblicamente lo que muchos espaoles pensamos.;0;0;0;0;0
@laSextaTV Nadie se debe retractar cuando dice la verdad!;0;0;0;0;0
@laSextaTV Pues ha dicho una verdad, ustedes fomentan el populismo y defienden el nacionalismo;0;0;0;0;0
@IreneMontero Con que primero borrachas y luego gritando por la calle, eh.. https://t.co/zIouRXbg9G;0;1;0;1;0
@IreneMontero Vaya una gilipollez, nunca vestir o beber ha justificado o atenuado nada de eso ms all de los locos y delincuentes y algunos inquisidores que los necesitan para llamar al gnero masculino en general 'asesino';0;1;0;1;0
@IreneMontero Al 99,99 % de los hombres nos importa un mojn cmo vuelvas a casa, Irene. A los pocos salvajes que impediran que volvieses sana y salva, vosotros los queris dejar en la calle cuanto antes. Mratelo.  Feliz borrachera.;0;1;1;1;0
"@IreneMontero ""Hermana yo si te creo"" Las menores de Baleares y la menor de Valencia, no son hermanas tuyas?";0;1;0;1;0
@IreneMontero El Juez Calatayud luchando contra el alcoholismo en los menores de edad y t fomentandolos...;0;1;0;1;0
@IreneMontero Que cansa eres, Hija!! https://t.co/3R331FCjDM;0;1;0;1;0
@IreneMontero No te molestes que no te van a entender;0;1;0;1;0
"@IreneMontero Corregid eso de ""borrachas"" Irene, y el mensaje quedar genial. El feminismo es muy necesario para muchos pero el alcoholismo es una desgracia para todos. #feminismonoesalcoholismo";0;1;0;1;0
@laSextaTV Contra esta banda meditica, #YoTeApoyoCayetana;0;1;0;1;0
@IreneMontero Un mensaje muy educativo !;0;1;0;1;0
@IreneMontero Y tu has estudiao psichologia o como se diga?, a ti tan dao el carn en una tmbola como al del Cum fraude;0;1;0;1;0
@IreneMontero Mis aspiraciones como mujer, no son llegar a casa borracha, sera llegar sana y salva a mi  casa,  cuidado con lo que se quiere ideologizar...;0;1;0;1;0
@IreneMontero Esa ley no va a reducir las intenciones de un criminal de asaltar y atacar. Se escuda en volver a generalizar ruinmente sobre el gnero masculino. Vamos a tener que empezar a hacer como Sheldon Cooper. Bravo, esto es el progreso. https://t.co/w5QeWNfCPR;0;1;0;1;0
"@IreneMontero Todas las mujeres tienen derecho a volver a casa, nada justifica una agresin sexual, PERO no me parece un eslogan correcto para un Ministerio: ""sola borracha quiero llegar a casa"". Aunque nos emborrachemos  alguna vez...";0;1;0;1;0
"@IreneMontero Violencias machistas, la nueva palabra una vez que la violencia de gnero empieza a no dar tantos votos. La otra palabra nueva es ""brecha de gnero"", porque ya se ha visto que la brecha salarial es MENTIRA. Patriarcadoooooo";0;1;0;1;0
"@IreneMontero Me gustara que vinieras y le explicaras a mis dos hijas el lema. Yo no soy capaz de transmitir el ""CONCETO"".";0;1;0;1;0
@IreneMontero Solos y solas sii,ni borrachos ni borrachas.!!! Vaya palabras, vaya ejemplo sra ministra.!!!;0;1;0;1;0
@IreneMontero Compartiendo el mensaje de fondo el slogan es una estupidez mal planteada que no hay por donde coger.  De un Ministerio espero poltica seria.  Esto no lo es.;0;1;0;1;0
@IreneMontero La cagada es del nivel de tu nivel As piensas, as eres y as te muestras  Tranquila que pronto estars es tu casa ponindote hasta las patas de lo que quieras;0;1;0;1;0
@IreneMontero Dselo a este: https://t.co/TcUSZsQPqY;0;1;0;1;0
@IreneMontero Hoy otra amiga de tu grupo de infancia libre ha secuestrado a sus hijos .;0;1;0;1;0
@IreneMontero Hay muchas maneras de decir algo esencial sin utilizar la tpica frase que se dice en botellones...seamos serios y hagamos las cosas bien.;0;1;0;1;0
@Monica_Garcia_G te lo he dicho varias veces,el amor y el odio estan muy proximos,deja esos odios de una puta vez y di a ayuso que la amas con todo tu ser,coo;0;1;0;1;0
@laSextaTV Grande Cayetana @cayetanaAT;0;1;0;1;0
@IreneMontero Excma. Sra. Ministra, me podra explicar en qu consiste el consentimiento expreso, es que, hasta ahora, no se ha aclarado si tiene que  ser por escrito, qu pasa en caso de que no haya nadie distinto de lxs actuantes que pueda testificar. Su respuesta me seria muy til. Gracias.;0;1;0;1;0
@IreneMontero Lo que me hubiese gustado haber llegado a casa acompaada y sobria, y no los tanques que me pillaba, que quin cojones iba a acompaarme???;0;1;0;1;0
@laSextaTV @cayetanaAT Bravo Cayetana;0;1;0;1;0
@laSextaTV @cayetanaAT Tu problema de rabia extrema a todo, es debida a tu complejo por lo mal que se ha portado la madre naturaleza contigo???? Es para encontrarle un sentido a tanta estupidez, nada ms eh.... de buen rollo;0;1;0;1;0
"@IreneMontero Si pero habra que decirlo de otra manera. Yo lo dejara en ""solas"" sin ms. El cmo es cosa de cada una. No es bueno restringir apoyos a las reivindicaciones.";0;1;0;1;0
@IreneMontero NADA justifica que desde el Gobierno se justifique y se publicite el consumo de alcohol y mas cuando no se distingue entre menores de edad. NADA de NADA. No todo vale.;0;1;0;1;0
@IreneMontero Te has saltado el momento en el que te preguntan sobre las herramientas que tendran los jueces para comprobar el si explicito, y respondes que, cuando no hay testigos, los jueces tendran como herramienta a los testigos. Magistral.;0;1;0;1;0
@IreneMontero -El feminismo es un movimiento transvensal +(en la manifestacin del 8M) el feminismo es redistribucin de la renta;0;1;0;1;0
@IreneMontero NADA justifica una agresin sexual y NADA  justifica que usted banalice el abuso del alcohol. Y no se empecine, esa frase ante una pancarta, vale, pero impropio en boca de una ministra, un completo DISPARATE.;0;1;0;1;0
@IreneMontero @IgualdadGob Djelo. La cagada est hecha y lo va a estropear ms.;0;1;0;1;0
@IreneMontero Si no llevan falda como dices?;0;1;0;1;0
@IreneMontero Vale... fuera el machismo, y el alcoholismo? Ahora lo promueves?.;0;1;0;1;0
@laSextaTV Acaso miente? Solo criticais a los que no son afines a vuestras ideas.;0;1;0;1;0
@IreneMontero Pues bajar el precio de los cubatas, hombre ya.;0;1;0;1;0
"@IreneMontero Cuando cuidemos de que la chica llegue a casa ""sola y borracha"" el siguiente paso preguntarse por que una chica o chico llega a casa solo y borracho? Tal vez estos chicos necesiten una ayuda en valores en bsqueda de la identidad que le haga no ir ""solos y borrachos""";0;1;0;1;0
@IreneMontero Poca creatividad, talento y preparacin como para tan siquiera elaborar un eslogan que no de vergenza ajena. Es lo que tiene rodearse de palmeros con ms exaltacin que preparacin.;0;1;0;1;0
@IreneMontero Insistir en el error en lugar de enmendarlo. Han banalizado el consumo de alcohol y creado una polmica absurda que aparta el foco de lo que quieren decir. NADA justifica una violacin. Nada justifica que se normalice la borrachera como diversin desde el Gobierno.;0;1;0;1;0
@IreneMontero Si hija , arregla arregla;0;1;0;1;0
@IreneMontero Jajja no hay por donde coger este engendro de proposicin de ley.;0;1;0;1;0
@IreneMontero Tu ley me la paso por donde Atila el caballo.;0;1;0;1;0
@IreneMontero Y si nos dicen,fea vete pa casa? Ser agresin sexual?;0;1;0;1;0
@IreneMontero Totalmente de acuerdo, nada lo justifica ( a menos que la chica quiera *******) pero tienes que reconocer que el mensaje es ambiguo, destinado a la poblacin con ganas de rebelda;0;1;0;1;0
@IreneMontero Con 15 aos una noche el taxista que me llevaba a casa me plant la mano en la pierna y me propuso tomar algo. Con tu ley vigente en el 89, el taxista me habra plantado la mano en la pierna y propuesto tomar algo.  El tuyo es un discurso lleno de palabras pero vaco de contenido;0;1;1;1;0
@IreneMontero Solas, borrachas, lcidas, bailando, cantando La Marsellesa, o cmo les salga de las narices. Dejad a las mujeres en paz! Qu desaparezca ya el puto patriarcado!;0;1;0;1;0
@IreneMontero Como es posible q el coronavirus afecte a los mdicos y vosotros no pilles ni uno...es raro...;0;1;0;1;0
@IreneMontero La realidad es que el mal existe. Tenemos el derecho a que el mal no exista y a no tomar, por tanto, ninguna precaucin en ninguna circunstancia? Claro! Y a un Ferrari, tambin!;0;1;0;1;0
@IreneMontero Pero qu clase de mujer grita sola y borracha? Desde luego la inmensa mayora no lo hacemos. De verdad piensan que nos sentimos representadas con esta clase de polticas?;0;1;0;1;0
@IreneMontero A ver Irene, en los juegos online exclus a famosos por la repercusin infantil, debido a la influencia que tienen sobre los nios, sin embargo normalizas que una vicepresidenta y abanderada del feminismo exija poder llegar BORRACHA a casa. Irene, tienes hijos, reflexiona.;0;1;0;1;0
@IreneMontero Si veo una mujer sola y borracha intentando llegar a casa, mi obligacin moral como hombre es acompaarla. Aunque sea en la distancia. #SoyUnHombre;0;1;0;1;0
@IreneMontero No s a que mujeres te refieres. Yo hasta ahora jamas he visto una gritar esa tontera.;0;1;0;1;0
@IreneMontero Ir solas y borrachas en un callejon, siempre ser un peligro por muchas leyes que publiqueis  Tambien habeis firmado muchas leyes de violencia de genero, y las muertes se multiplican  No se puede decir tanta chorrada peligrosa;0;1;0;1;0
@IreneMontero Mira que no hay frases para intentar acercarte a esa postura.. Pero borracha??.. Fomentando el alcoholismo??.. Cagada, nos cuesta nada reconocerlo.;0;1;0;1;0
"@laSextaTV @cayetanaAT Q pena q en PP no haya mas personas como tu . Eres grande porque defiendes y amas la libertad . Lo tienes todo en contra : distinguida; inteligente; culta .... sin complejos y mujer. Animo y no desfallezcas !";0;1;0;1;0
@IreneMontero Quiero llegar :sola y sin miedo, sola y segura, sola sintindome protegida, quiero irme de la discoteca sin tener q mirar atrs, sin llevar el mvil en la mano, sin correr al portal con la llave en la mano...  Tenis taaaanto dnde elegir... Y elegs sola y borracha.  Ole;0;1;0;1;0
@IreneMontero @IgualdadGob Una pregunta. Si un to te grita por la calle un improperio sexual y te ofrece dinero, lo consideraris acoso sexual o una oferta de trabajo?;0;1;0;1;0
"@IreneMontero ""Cuando las mujeres gritan en las calles"" con suerte alguien las denuncia por hacer ruido";0;1;0;1;0
@IreneMontero Y de las nias tuteladas de Mallorca que fueron abusadas vais a decir algo?? O a estas no se merecen llegar sanas y borrachas a casa porque los implicados son amiguetes???;0;1;0;1;0
@IreneMontero Conclusin: tanta lectura no la cunde   el eslogan es un bodrio;0;1;0;1;0
@IreneMontero Te quiero muchsimo Irene;0;1;0;1;0
@IreneMontero Solas y borrachas! https://t.co/4V0U6dzERk;0;1;0;1;0
"@laSextaTV @cayetanaAT El el problema es la tibieza absoluta de los dems dirigentes del @populares; quizs debas plantearte otras opciones polticas muchsimo mejores sin duda.";0;1;0;1;0
@IreneMontero Ms vale que te pusieras a trabajar investigar lo que ha pasado en las Baleares en Valencia y que dijeses algo respeto sobre el marido de una diputada muestra de vuestro partido que ha pasado porque no lo cuentas Irene porque os la callis;0;1;1;1;0
@IreneMontero Por cierto porq tubo q salir @PabloIglesias a defenderla? Esq ella no sabe defenderse solita? La culpa es del patriarcado verdad @IreneMontero ?? no dejan q te expreses libremente y te hacen callar??;0;1;1;1;0
@IreneMontero @TVSALSEO Sola y borracha??? Pero que coo est pasando en vuestra cabeza ... Eso es Poltica??? Que lo que hay que concienciar y educar al mundo que no se puede matar por matar ni violar ni agredir...sea hombre o mujer...ya basta de populismo barato;0;1;1;1;0
@IreneMontero A ver Irene, que solas y borrachas llegaris tranquilas, pero a viejas.;0;1;0;1;0
@IreneMontero No llevas razn y lo sabes;0;1;0;1;0
@laSextaTV Cayetana, lo mejor del PP. Animo y no te achantes, por favor;0;1;0;1;0
@IreneMontero El alcoholismo es una enfermedad que contagia a todos los que estn a su alrededor.;0;1;0;1;0
"@IreneMontero Pues fjate qu sencillo es decirlo de la segunda manera. Que no haya que interpretar nada. Que nada desve la atencin. Mensajes claros y directos. Ese mismo que has escrito: ""Ni cmo vistes, ni si has bebido, NADA justifica o atena una agresin sexual"".";0;1;0;1;0
@IreneMontero Dnde estabas toda nuestra vida!!? https://t.co/NNscSWzGUD;0;1;0;1;0
"@IreneMontero Falt ""y colocada"". Un patinazo, si no se admite, es doble patinazo.";0;1;0;1;0
@laSextaTV Grande Cayetana. Ya era hora de que alguien diga la verdad sobre la Sexta.;0;1;0;1;0
@laSextaTV ESTAMOS CON CAYETANA!!;0;1;0;1;0
@IreneMontero Rebajar la condena de los violadores en una Ley para las victimas es rerse de las mujeres. #SolaYBorracha;0;1;0;1;0
@IreneMontero Donde se puede imprimir el consentimiento??;0;1;0;1;0
@IreneMontero Y t consideras que esto es feminismo?????;0;1;0;1;0
@IreneMontero Como dira Mariano Rajoy... viva el vino! Los del ministerio de igualdad me gustan, hacen cosas;0;1;1;1;0
@IreneMontero Irene, os habis equivocado con el lema. No pasa nada. Rectifica por favor. Ningn/a padre/madre est tranquilo si su hij@ llega borrach@ a casa porque adems de acosadores pueden sufrir un percance y no ser conscientes de ello. Alcohol s, pero con moderacin;0;1;0;1;0
@IreneMontero Buenas tardes!! Me pregunto porque quiere bajar la pena maxima de las agresiones sexuales de tipo bsico y agravado?;0;1;0;1;0
@IreneMontero Que si joder !!!! Viva el vino!!!!!!;0;1;0;1;0
"@IreneMontero @IgualdadGob Un saludo de antemano a la ministra de igualdad. Este comentario que se puede hacer entre un grupo de amigos, conocidos o incluso  en un debate pblico; debera ser rectificado y explicado. Ningn padre con hijas queremos que vuelvan a casa en el estado que se comenta en el Twitt";0;1;0;1;0
@laSextaTV Los medios de comunicacin han vendido al dinero pero no solo la sexta . Toda la razn @cayetanaAT .;0;1;0;1;0
@irenemontero @podemoscultura lgtbi ya ten��an sus derechos (son personas que se distinguen por su forma de amar o disforia de g��nero) #irenemontero que os los est��is cargando con la #leytrans en la q asegur��is que se puede cambiar de sexo (es negar la ciencia biol��gica). #g��neonoessexo . #podemosestamintiendo;0;1;0;1;0
@IreneMontero @ATENHEA1 Digas lo que digas, te van a criticar igual. Mientras te critican existes...;0;1;0;1;0
@IreneMontero Vamos q no tienes ni idea y cada vez q te justificas demuestras q estas donde ests por lo q ests.;0;1;0;1;0
@IreneMontero Usted tranquila doa Irene. Si llega borracha a su casa, habr una patrulla de @guardiacivil que la custodia y no le pasar nada.;0;1;0;1;0
@IreneMontero No demos municin al  Trifachito  Ese Slogan no representa a l@s  Feministas Retirarlo sera lo acertado Un Saludo...;0;1;0;1;0
"@IreneMontero Borracha? Menudo ejemplo para la juventud promueve usted. El alcohol es un problema muy grave y uds lo banalizan con un slogan cutre y peligroso. Deberan eliminarlo si de verdad les importan las mujeres, nias y adolescentes. O quiz va dirigido  a ""su pblico"" que es as...";0;1;0;1;0
@IreneMontero Sola y borracha... Cmo tienes el hgado y el cerebro? Pregunto, yo slo pregunto.;0;1;0;1;0
@IreneMontero Mensaje confuso. No hace falta poner borracha ni drogada.;0;1;0;1;0
@IreneMontero Venga va, solas y borrachas para reivindicar... Q solas y sobrias no sirve. Acompaadas y con un pedo de los guays tb es bien??? Es para una amiga;0;1;0;1;0
"@laSextaTV @cayetanaAT nimo @cayetanaAT,lo que tu dices,muchos lo pensamos y por supuesto te apoyamos;siempre firmes y fuertes frente a la agresin contra la libertad de la progresia ""sexta""ria.Ahora,me cuesta creer la actitud del partido frente a una realidad tan obvia;segus con muchos acomplejados.";0;1;0;1;0
@IreneMontero @IgualdadGob Quiero llegar a casa con toda la tranquilidad, no necesito ir borracha, si lo estuviera esperara  que algun/a amigo/a , me acompae pero porque no estar bien, como he hecho yo en otras ocasiones con amigos y con amigas.;0;1;1;1;0
@IreneMontero Se puede ser mas simple???;0;1;0;1;0
��@gougesolimpia77 @ameliavalcarcel jajaja. pobre!. ��le recomiendo que vaya al oculista, confunde a fachas y terfsulinas con defensores de los derechos #lgtbi+����. pero eso ya lo sabe, verdad?;0;1;0;1;0
@IreneMontero Excepto si son explotadas como las menores de valencia y baleares que en ese caso esta justificado y por eso votamos en contra de investigarlo.  O no @IreneMontero;0;1;0;1;0
@IreneMontero La ignorancia es muy muy atrevida.....  y los que consienten esto no tienen tampoco preparacin, ni respeto a los seres humanos, ni vergenza.;0;1;0;1;0
@IreneMontero No lo justifiques...no has sabido encontrar un slogan...debes rodearte de gente ms preparada que tu...la hay...;0;1;0;1;0
@IreneMontero @IgualdadGob Ya lo he encontrado https://t.co/WsJtRWYhiG;0;1;0;1;0
@IreneMontero Qu bonito eslogan! Cuando tu hija llegue sola y borracha igual no te parece tan liberador;0;1;0;1;0
@josevico4 Los de Madrid podeis ir a Castilla la Mancha que all la sanidad va de puta madre que no est Ayuso.  Te atienden ipso facto sin cita ni nada y no hay colas de espera para operaciones.;0;1;0;1;0
"@IreneMontero Menudo ejemplo que dais , hubiera quedado ms bonito ""sola y corriendo quiero llegar a casa"", por ejemplo, hay miles de combinaciones, pero no, tiene que ser borracha. Os ha faltado el drogada tambin, as hubiera quedado, como ms dramtico no?";0;0;0;1;0
@IreneMontero Repug nante. Eso es lo que es vuestro lema;0;1;0;1;0
@IreneMontero Tu a casa vas borracha no? O ms bien sales;0;1;0;1;0
@laSextaTV Cayetana ha tenido un par de ovarios bien puestos.;0;1;0;1;0
@IreneMontero @IgualdadGob Llegaron los lemas chonis a los ministerios.;0;1;0;1;0
@laSextaTV @cayetanaAT @cayetanaAT, esto es una lucha cultural, eres grande;0;1;0;1;0
@IreneMontero Solo eso? Y robos y dems delincuencia... Eso da igual?;0;1;0;1;0
@IreneMontero Adis a la Presuncin de inocencia? Solo decir me ha agredido sexualmente es suficiente? Esta ley no me representa;0;1;0;1;0
@laSextaTV Bravo por lvarez de Toledo!!;0;1;0;1;0
@IreneMontero Oye @IreneMontero ,que les puedes decir a vuestros votantes sobre esto ? https://t.co/1V4NhJXAOS;0;1;0;1;0
@IreneMontero @PODEMOS Haban mas opciones: *Solo y sin Montero vivo como quiero* *Yo y mi pene nos reimos de Irene*;0;1;0;1;0
@Monica_Garcia_G Yo te cuento la fbula de la zorra obsesionada con Ayuso y las uvas.;0;1;0;1;0
@laSextaTV @cayetanaAT Cayetana es la mas brillante del PP y por eso molesta a la Sexta. Sin duda, es el camino a seguir y espero que el PP resista el envite meditico. Dicho eso, Cayetana, si quieres dar el discurso de VOX, vete a VOX. El PP es el responsable de que La Sexta sea lo que es. HUYE;0;1;0;1;0
@IreneMontero Y las nias tuteladas y violadas de Baleares qu debern gritar para que la ministra de Igualdad, tan feminista ella, les haga caso?;0;1;0;1;0
"@IreneMontero Justicia te ha tumbado la ley, eh??..jiji....hasta te dice que ""corrijas la expresin""...jiji. .para flipar....";0;1;0;1;0
@laSextaTV Y muy bien que hace !! Yo contigo Cayetana.;0;1;0;1;0
"@IreneMontero Estas incitando al alcoholismo y, con tu ley de ""Solo si es si"", q ningn hombre socorra a ninguna mujer x miedo a ser acusado de abusador";0;1;0;1;0
"@IreneMontero Solas y borrachas... y drogadas,  se te ha olvidado decir ""y drogadas"" Que nivel, maribel!! A las que lleguen a sus casas acompaadas  y sobrias habra que quitarles el derecho a voto.";0;1;0;1;0
@IreneMontero Los hombres no os comprendemos...Cuntas veces hemos llegado solos y borrachos a casa y nos hemos maldecido por ello...No pasis por donde pasamos nosotros...;0;1;1;1;0
@IreneMontero No tenais otro lema ms ridculo???;0;1;0;1;0
@IreneMontero Elogiar el alcoholismo desde un ministerio cmo mnimo es vergonzoso.;0;1;0;1;0
@IreneMontero Fomentais el alcoholismo en la juventud y la juventuda;0;1;0;1;0
@laSextaTV @cayetanaAT Tienes razn Cayetana. Basta de complejos...;0;1;0;1;0
@IreneMontero Hija ma te has lucido con ese eslogan y para esto te pagan y ests ocupando un silla en el ministerio,en mi familia la mayora son mujeres y tanto mi madre,mis tas como mis primas quiero que lleguen a casa bien y lo nico que haces con este eslogan es fomentar el alcholismo;0;1;0;1;0
@IreneMontero Bla bla bla, y en la superficie nos quedamos;0;1;0;1;0
@IreneMontero Irene, es una frase desafortunada, sabemos el mensaje que se quiere dar , pero se puede decir de otra manera;0;1;0;1;0
@IreneMontero Y las nias violadas en lis centros de Baleares y Alicante? Estaban, se supone que tuteladas por gente de confianza y esas no son mujeres o no la, sirven a ud, como tales? Slo la sirven las que que se drogan y emborrachan?;0;1;0;1;0
@IreneMontero Pues debe ser por tu barrio... la decencia no lleva vestido, ni color, ni sexo. Demasiado criminalizado lo tenis todo menos la pasta. #EstafaBancoPopular;0;1;0;1;0
@IreneMontero Es lo ms denigrante que se le ha hecho a las mujeres en mucho tiempo!  Borracha?? Que nivel! No generalice, por favor, soy mujer y usted a mi ni me representa ni lo har nunca!;0;1;0;1;0
@IreneMontero Me encanta!!! Porqu algo tan simple, se convierte en algo tan complicado?? Muuuucha fuerza @IreneMontero no dejes de luchar ...;0;1;0;1;0
@IreneMontero @PabloIglesias Alma de cntaro, hay algn partido poltico que justifique las agresiones sexuales? Otra cosa es que t por crecer en la vida y en la poltica aceptes como persona adulta acostarte con Iglesias pero vamos...;0;1;1;1;0
@ogb1995 @IreneMontero Lo he dicho y lo dir todas las veces que sea. Si cada vez que critican a alguien por sus errores significa que lo est haciendo de puta madre, Ayuso debe de ser la que mejor lo hace.;0;1;0;1;0
@IreneMontero  y entonces, porq ese ministerio se puso de lado en el caso de las 15 menores violadas y prostituidas?;0;1;0;1;0
@IreneMontero Madre ma qu pena. La nia de la tarta quiere ser la protagonista y no sabe como;0;1;0;1;0
@IreneMontero Sola y borracha quiero llegar a casa.. Desde luego que no se que clase de mujer se puede sentir identificada con esto??;0;1;0;1;0
@IreneMontero UD vive en la tierra, los nicos que prometen el paraso son las religiones y ni siquiera aqu, sino en el ms all. Que hacemos con los socipatas? Solo psicpatas se calculan el 1%,Como pretenden evitarlos? Reeducacin, concentracin .... De verdad,! https://t.co/eyh9z4AWN5;0;1;0;1;0
@IreneMontero No ests preparada para ser ministra.  Eso ya se saba.;0;1;0;1;0
@IreneMontero S se puede claro que se puede vosotros los habis conseguido enhorabuena de una choza en 11 m a el casopln de Galapagar hay que reconocer que sois gente lista rodeada de gente esquizofrnica;0;1;0;1;0
@laSextaTV Esta ta tiene cara de malaleche;0;1;0;1;0
@laSextaTV @cayetanaAT Cayetana siempre en mi equipo!;0;1;0;1;0
@IreneMontero Nada justifica tampoco un robo. Pero si vas solo y borracho de noche a las 3000 viviendas, a lo mejor te roban la cartera y el peluco.;0;1;0;1;0
@IreneMontero Todas las mujeres tienen derecho a volver a casa y nada justifica una agresin, bien dicho Irene.;0;1;0;1;0
@IreneMontero Sabes cuantas mujeres al ao se lleva por delante el alcoholismo en Espaa??? Pues eso. Rectifica, que tampoco pasa nada por ello.;0;1;0;1;0
@tatclouthier Soy PRO-AMLO. Si tuvieras la mitad de ganas de defender a AMLO as lo haran, por mas que me caiga mal Javier Lozano, mis respetos, el si sabe debatir a diferencia de ustedes que quedan en #RIDICULO en Televisa.  Aprendan, tomen notas. #AMLO2018  https://t.co/Z3Bv5UChYr;0;0;1;0;1
@manueldelgador7 @montsanto no veo ninguna bandera lgtbi. ��es la cup una organizaci��n homofoba?;0;0;1;0;1
@adrier_ENC VOX y el PP socialdemcratas? JAJAJAJAJAJAJAJAJSJSJSJSJ dios esta no me la esperaba me cago en la puta as que Ayuso y Abascal son los nuevos Bernstein y Palme, fieles lectores del ltimo Kautsky y camaradas de Attlee  god damn ojal bro;0;1;1;0;1
@RaymundoGC Solo nos falta tu top 10 en @Spotify estamos muy intrigados por tus canciones favoritas. #izcalli #Ridiculo;0;0;1;0;1
"@laSextaTV Parece que a la Sextapo le jode que se les critique... Pero si no ha dicho ninguna mentira, Ferreras... A ver cundo explicas las tres capas de calzoncillos y los negocios de la ""imparcial"" de tu mujer con Newtrola, verificando las noticias que no os gustan...Y de tu cuada algo?";0;0;1;0;1
@laSextaTV @cayetanaAT Totalmente de acuerdo con ella...sois un foco de desinformacin...ferreras alias tres capas de calzoncillos!!;0;1;1;0;1
@laSextaTV @cayetanaAT Dales caa!!!, y sobre todo a los tuyos del @populares estreidos ideolgicos, cuidado con el seudosegoviano q cuando pueda se la prepara...;0;1;1;0;1
