TEXTO;VIOLENCIA;Mención MUJER;Mención HOMBRE;Dirigido MUJER;Dirigido HOMBRE
@pepeblai Contra Snchez no se hace manifestaciones de sanidad pblica , contra Ayuso si , contra Vara no se hacen manifestaciones , ni en Valencia , CLM , Aragn, Extremadura , ah la sanidad est de puta madre , payasos;1;1;1;0;0
@rosadiezglez @sanchezcastejon No me gusta, es una sindicalera sanitaria y es una vergenza que pongan una figura de Ayuso llamndola asesina. Sois un asco de izquierdas y y no tenis moral;1;1;1;1;1
@FernandoHValls Si le dejan los que sostienen a Ayuso. Todava tiene que dar ms asco;1;1;1;0;0
@IreneMontero Violencia machista tambin es q salga tu maridito a defenderte porque ponemos en tela de juicio tu labor en el ministerio, como si t no fueras capaz, como en aquel video en el q te tapaba la boca, porque aqu el que lleva los pantalones es l, y t, pues a obedecer o a fregar.;1;1;1;1;0
@JC_C_A Otro como la Ayuso que culpa de su mala gestin a todo el mundo. Asco!;1;1;1;0;1
Hablo con mi hermano y me dice que se va a la manifestacin en contra de la Sanidad (contra Ayuso bsicamente). Me muerdo la lengua, me sube la mala leche por la nuca, aborrezco su postura, estoy rabiosa... Y por el bien de la familia me tengo que callar. Qu asco!!!;1;1;1;0;0
@IreneMontero @PabloIglesias Tu que no has trabajado en nada , bueno ..tener una relacin con jefe de filas y ya eres ministra ...as nos va ese es tu gran curriculum , en los ochenta te llamaramos otra cosa ...;1;1;1;1;0
@ErnestMenville @crpandemonium Los hijos de Satans seguirn regalando la Sanidad a la Privada. Lasquety da asco. La Daz Ayuso pena.;1;1;1;1;0
Vista la manifestacin contra Ayuso, no por la sanidad, solo me cabe decir que VAYA PUTA MIERDA DE OPOSICIN TIENE EL GOBIERNO. No convocan ni a sus familiares. Tendremos lo que nos merecemos, ms Snchez. Despus no vengan llorando;1;1;1;0;0
@Rafa_Hernando que puta vergenza insultar a una presidenta como ayuso de la comunidad de Madrid lo que da pena es esta izquierda que tenemos en este pas eso si es vergenza mucha fuerza a ayuso;1;1;1;0;1
@rmartinpalacios @PSOE Endocrino es de 7 meses....me da asco y vergenza que el canalla del Revilla est pasendose por los medios de comunicacin y nadie le diga nada. Y ayuso sea la mala de la pelcula...porque todo el mundo sabe que se va a cargar a Pinocho cmo hizo con el cheposo. Viva Ayuso.;1;1;1;0;1
@soy_502 Y las feministas no van a protestar? Que este payaso cobarde ponga a mujeres a su servicio para protegerse ! #Patetico #Ridiculo;1;1;1;0;1
@laSextaTV Que cosas dice la Sra Cayetana, meterse con la Secta, as pasa que hemos visto a un Ferreras desbocado y desencajado. !! Para rematar el PP cobarde se calla y el PSVE y Comunistas salen arrasando como la invasin de los ultracuerpos. !!;1;1;1;0;0
"@OnlyHAL2 Cuando ese hijo de puta entre en la crcel quedara inhabilitada la posibilidad de ""y los ERES qu?"" pero Ayuso y Feijo con sus muertes, mas de 10.000, no se van a librar de su responsabilidad, al menos a nivel social y poltico.";1;1;1;0;1
@victorgdlv Para Almeida: carapolla y para Ayuso: IDA, asesina y puta. No son insultos, son unos cariosos apodos de la izquierda.;1;1;1;1;1
@_infoLibre Les ha llamado machistas porque decirles que son una puta mafia ya se lo digo yo, La campaa reaccionaria para tapar los pufos de Ayuso y Manolin el facha huele a derecha podrida. https://t.co/3lo4laMWt5;1;1;1;1;1
@IreneMontero @PabloIglesias Esto es manipulacin intencionada y descarada. Omites muchos detalles muy importantes para dar a entender lo que no es. Adems, tu proyecto de ley contradice la jurisprudencia, el convenio de Estambul, las normas ortogrficas y el sentido comn. Menos populismo.;1;1;1;0;0
@IreneMontero Yo tengo una hija de 19 aos que sale y no quiero que beba. Imagnate que mensaje le queda cuando lee sola y borracha.Qu sois un ministerio no un chat de amigas!.Sois una vergenza,as de claro.A mi ni quiero que me representes ni me siento representado por ti.;1;1;1;1;0
@Ameliasalanueva Revisar una condena y rebajar la pena es de ser un hijo de puta solo lo hacen con los delitos sexuales  a eso se estn prestando algunos jueces para esta campaa reaccionaria que la mafia politico mediatica a montado como plan B al pufo de Ayuso y de la huelga fake de Manoln. https://t.co/UIilmH4yB4;1;1;1;1;1
@quiquepeinado zorra de mierda, tu deberias estar en la carcel,por matar la sanidad de madrid,por matar a los viejitos en la pandemia,por tu corruptela con tu hermano, pero por ser mujer te has librado y para colmo te quitaste de en medio a la competencia, que te jodan ayuso;1;1;1;1;0
Julio Csar cruz el Rubicon el 49 A.C. llega a Roma y: -Ponme un bocadillo  -De calamares a la romana y una Mahou? -Me cago en mi puta vida, ya est la Meloni como la Ayuso;1;1;1;0;0
Que dicen desde la OTAN que el msil lanzado contra Polonia es ucraniano, pero que la culpa es de Rusia porque fue quien inici el conflicto...(?)  Da tanto asco Zelenski y la OTAN como Ana Rosa, VX , Ayuso, el CGPJ y Gil Manzano...JUNTOS !!;1;1;1;0;0
@ismaelquesada Como se nota que si Ayuso perdiera el gobierno te quedarias sin pesebre,porque como periodista eres una puta mierda,y hay mucho parado en la profesin,as que miente y manipula no sea que se te acabe la mamandurria;1;1;1;0;1
Esa Ayuso debe responder ante la justicia, tambien por el robo del hermano con el negocio de las mascarillas. Se dedicaron a sacar provecho de la desgracia pandmica. Asco https://t.co/uGkNGj9Nuy;1;1;1;1;1
@hope_enpie @IdiazAyuso A ver enterao,si tanto sabes,en vez de meterte con Ayuso,mtete con los que se han reunido para hablar del cambio climtico en Egipto donde se presentaron un moontn de lobbys de combustibles fsiles y deja en paz de una puta vez a AYUSO,CANSALMAS.;1;1;1;0;1
@Alfrien Lo raro es q no hallan exao la.culpa a ayuso o aa franco de la puta mierda de.ley q an montao.;1;1;1;0;0
@MonederoJC @anarosaq La quintana da asco. ver la cara que tiene.claro ella mira para los que le pagan.igual que el jeta de Eduardo inda que cobran de Vox y de PP la quintana ha hecho migas con la ayuso.esta asesina que impidi que los de las residencias fueran a hospitales publicos.porque no..privado;1;1;1;1;1
@Rita_Maestre @Monica_Garcia_G Para cundo la mani contra Snchez? Ah no, que vuestro objetivo es Ayuso... Dis asco. https://t.co/DCH1E864PM;1;1;1;0;0
@IreneMontero @PabloIglesias La verdad es que gente como esta siempre estn aprovechando la estupidez generalizada y meditica con cualquier excusa con tal de poder escapar de la verdad, que no paran de robar, hasta la caja de la seguridad social...y viva la pepa...- hay que morbo!!!!!!!!...;1;1;1;1;1
@jesusmarana @AlbaPrecedo @_infoLibre Una marea de sinvergenzas de izquierdas, asco de sanitarios manipulados por los Sindicatos, y asco de polticos que los utilizan #MareaBlanca #SanidadPublica #Ayuso #AyusoEstamosContigo #IzquierdaMiserable #sanidadPublicaDeMadrid #SanidadDeTodos #SanidadMadrid #SanidadDeCalidad;1;1;1;0;0
Y es seguro que no ser el nico de los progres caviar que ir a la privada. Ellos lo valen !! Asco  Almodvar asiste a la protesta antiAyuso de la izquierda pero es paciente de la Sanidad privada: https://t.co/jQTpBsnfF6;1;1;1;0;1
@emp1964 @ZCelemin @BeatrizTalegon Otro que habla de la sanidad de Madrid y no vive en Madrid. En serio, no tenis ni puta idea  la gente que se ha manifestado no es que sean tontos, sencillamente odian a Ayuso. Necesitan motivos para manifestarse.;1;1;1;0;0
@laSextaTV @cayetanaAT Bien Cayetana . Que ladren el gordo y su seora. Los que fueron a la secta a hacer un casting de la Bella y la Bestia se los quedaron fijos . Asquito dan;1;1;1;0;0
@IreneMontero Fuera vende obreros de la Universidad! La gente de izquierdas haciendo escraches al piojoso que duerme a tu lado. Que alegra! Qu se fastidie tu macho alfa por no decir que se joda,que es capaz;1;1;1;1;1
@ierrejon Va dar una leccin de como hacer presidenta del gobierno nacional a Isabel Daz Ayuso y de cmo despertar y aumentar mucho ms an el desprecio y asco que os tenemos millones y millones de espaoles y madrileos. Patticos.;1;1;1;0;1
@populares @NunezFeijoo  cuando va a cesar el PP a Ayuso por los 7291 ancianos muertos en soledad en la residencias y de la que ella era responsable? Nunca verdad? Pues a ver si os cerris la puta boca diciendo que tienen que cesar a otros;1;1;1;1;0
@IreneMontero Sola y borracha quiero llegar al trabajo, quedara fatal verdad?, no me imagino tener una madre as. Prefiero que venga con mi padre o pareja y sobria. Pero en fin, respeto que te guste en exceso el alcohol y la soledad, aunque luego nos cueste dinero el tratamiento.;1;1;1;1;0
@IreneMontero Conozco a mujeres mucho ms preparadas que t, en el paro. Y a hombres. Pattica es poco.;1;1;1;1;0
